title,ontology/title,deathPlace,birthPlace,num_spouses,ontology/birthYear,ontology/deathYear
Landgravine_Marie_Louise_of_Hesse-Kassel,Princess consort of Orange,Leeuwarden,Kassel,1,1688,1765
Landgravine_Victoria_of_Hesse-Rotenburg,Princess of Soubise,France,Rotenburg an der Fulda,1,1728,1792
Laura_Mancini,Duchess of Mercœur,France,Papal States,1,1636,1657
Laura_Martinozzi,Duchess of Modena,Papal States,Fano,1,1639,1687
Lawrence_Vaughan_Palk,,Exeter,,,1793,1860
"Lebrecht,_Prince_of_Anhalt-Zeitz-Hoym",Prince of Anhalt-Zeitz-Hoym,Bad Ems,Bernburg,3,1669,1727
Legacy_of_Pedro_II_of_Brazil,,France,Paço de São Cristóvão,1,1825,1891
Leila_Pahlavi,Princess of Iran,England,Tehran,,1970,2001
Leleiohoku_I,Royal Governor of Hawaii,Oahu,Kailua Hawaii County Hawaii,2,1821,1848
Leo_Löwenstein,Hereditary Prince of Löwenstein-Wertheim-Rosenberg,Nürburgring,Hesse,,1966,2010
Leolin_Forestier-Walker,,,,,1866,1934
Leonilla_Bariatinskaya,,Lausanne,,1,1816,1918
Leonor_Teles,,Crown of Castile,Trás-os-Montes e Alto Douro Province,1,1350,1386
"Leonor_Tomásia_de_Távora,_3rd_Marquise_of_Távora",Marquise of Távora,Lisbon,,,1700,1759
Leonor_de_Castro_Mello_y_Meneses,,Monastery of Sant Jeroni de Cotalba,Portugal,2,1512,1546
"Leopold,_Hereditary_Prince_of_Anhalt",Hereditary Prince of Anhalt,France,Dessau,1,1855,1886
"Leopold,_Prince_of_Hohenzollern",Prince of Hohenzollern,Berlin,Krauchenwies,1,1835,1905
"Leopold_III,_Duke_of_Anhalt-Dessau",,Dessau-Wörlitz Garden Realm,Dessau,1,1740,1817
"Leopold_IV,_Duke_of_Anhalt",Duke of Anhalt,Dessau,Dessau,1,1794,1871
"Leopold_IV,_Prince_of_Lippe",,Detmold,Oberkassel Bonn,2,1871,1949
Leopoldine_von_Sternberg,Princess consort of Liechtenstein,Valtice,Habsburg Monarchy,1,1733,1809
Levan_of_Kakheti,,,,1,1503,1574
Levinus_Bennet,,,,,1631,1693
Leyla_Achba,,Turkey,Istanbul,,1898,1931
Li_Bian,,,,,889,943
Li_Chengqi,,,,,679,742
Li_Chongfu,"['Prince Tangchang 唐昌王', 'Prince Pingen 平恩王', 'Prince Qiao 譙王']",,,,680,710
Li_Chongrun,Crown Prince Yide,,,1,682,701
Li_Conghou,Emperor of (Later) Tang,Anyang,Taiyuan,1,914,934
Li_Congke,,,,,885,936
Li_Ezi,,,,1,536,588
Li_Hong,,Luoyang,Chang'an,,652,675
Li_Jiancheng,,,,,589,626
Li_Jing_(Southern_Tang),EmperorYuanzong of(Southern) Tang,Nanchang,,1,916,961
Li_Ke,"['Prince of Yulin', 'Prince of Wu']",,,,619,653
Li_Keyong,,,,,856,908
Li_Mao,Prince of Shou,,,1,715,775
Li_Siyuan,EmperorMingzong of(Later) Tang,Henan,Shanxi,,867,933
Li_Zhong,Crown Prince of Tang Dynasty,,,,643,665
Liu_Chang_(Jixing),,,,1,942,980
Liu_Chengyou,EmperorYin of(Later) Han,Henan,Ye (ancient China),,931,951
Liu_Chong,EmperorShizu of(Northern) Han,Shanxi,Tang dynasty,,895,954
"Liu_Fei,_Prince_of_Jiangdu",,,,,-169,-128
Liu_Ruyi,Prince of Zhao,,,,-208,-194
Liu_Zhiyuan,,,,,895,948
Liutgard_of_Saxony,Queen of the Franks,,,2,845,885
Ljubica_Vukomanović,,Vienna,Srezojevci,1,1788,1843
Lord_Frederick_Cambridge,,,,,1907,1940
"Louis,_Count_of_Armagnac",Count of Armagnac,France,France,,1641,1718
"Louis,_Count_of_Vermandois","['Count of Vermandois', 'Légitimé de France']",Flanders,Château de Saint-Germain-en-Laye,,1667,1683
"Louis,_Duke_of_Burgundy_(1751–1761)",Duke of Burgundy,France,France,,1751,1761
"Louis,_Duke_of_Guyenne",Dauphin of Viennois Duke of Guyenne,Paris,,1,1397,1415
"Louis,_Duke_of_Montpensier",Duke of Montpensier,Champigny-sur-Veude,Moulins Allier,1,1513,1582
"Louis,_Duke_of_Rohan",Duke of Rohan,France,France,,1652,1727
"Louis,_Duke_of_Vendôme",Duke of Vendôme,Aix-en-Provence,,1,1612,1669
"Louis,_Hereditary_Prince_of_Lorraine",Hereditary Prince of Lorraine,Château de Lunéville,Château de Lunéville,,1704,1711
"Louis,_Prince_of_Brionne",Prince of Brionne,,,1,1725,1761
"Louis,_Prince_of_Lambesc",Prince of Lambesc,,,,1692,1743
"Louis_Alexandre,_Prince_of_Lamballe",Prince of Lamballe,Château de Louveciennes,Hôtel de Toulouse,1,1747,1768
"Louis_Auguste,_Duke_of_Maine",Duc du Maine,Château de Sceaux,Château de Saint-Germain-en-Laye,1,1670,1736
"Louis_Auguste,_Prince_of_Dombes",Prince of Dombes,France,France,,1700,1755
"Louis_Charles,_Count_of_Eu",Count of Eu,Château de Sceaux,France,,1701,1775
"Louis_César,_Count_of_Vexin","['Légitimé de France', 'Count of Vexin']",France,France,,1672,1683
"Louis_François,_Duke_of_Anjou",Duke of Anjou,Château de Saint-Germain-en-Laye,Château de Saint-Germain-en-Laye,,1672,1672
"Louis_Frederick_II,_Prince_of_Schwarzburg-Rudolstadt",Prince of Schwarzburg-Rudolstadt,Rudolstadt,Rudolstadt,1,1767,1807
Louis_Henri_de_La_Tour_d'Auvergne,Count of Évreux,Élysée Palace,,,1679,1753
"Louis_I,_Prince_of_Monaco",,Papal States,Prince's Palace of Monaco,1,1642,1701
"Louis_II,_Landgrave_of_Lower_Hesse",Landgrave of Lower Hesse,,,,1438,1471
"Louis_Philippe,_Crown_Prince_of_Belgium",Crown Prince of Belgium,Laken,Laken,,1833,1834
"Louis_V,_Landgrave_of_Hesse-Darmstadt",Landgrave of Hesse-Darmstadt,Rheinfels Castle,Darmstadt,1,1577,1626
"Louis_Victor,_Prince_of_Carignano",Prince of Carignano,Turin,Hôtel de Soissons,1,1721,1778
"Louis_William,_Landgrave_of_Hesse-Homburg",,Luxembourg,Bad Homburg vor der Höhe,,1770,1839
"Louis_d'Orléans,_Prince_of_Condé",Prince of Condé,Australia,Saint-Cloud,,1845,1866
Louis_of_France_(1244–1260),,Paris,,,21,1260
Louis_of_France_(1264–1276),,Château de Vincennes,,,1264,1276
Louis_of_Valois,Duke of Orléans,Mantes-la-Jolie,Paris,,1549,1550
Louis_the_Stammerer,King of Western Francia,Compiègne,,,846,879
Louisa_Maria_Stuart,,,Château,,1692,1712
Louise_Adélaïde_d'Orléans,Abbess of Chelles,Convent,Palace of Versailles,,1698,1743
Louise_Adélaïde_de_Bourbon_(1696–1750),,,Hôtel de Conti,,1696,1750
Louise_Adélaïde_de_Bourbon_(1757–1824),Abbess of Remiremont,France,France,,1757,1824
Louise_Anne_de_Bourbon,Countess of Charolais,Hôtel_de_Rothelin-Charolais,Palace of Versailles,,1695,1758
Louise_Elisabeth_of_Württemberg-Oels,,Forst (Lausitz),Bierutów,1,1673,1736
"Louise_Françoise_de_Bourbon,_Mademoiselle_du_Maine",Mademoiselle du Maine,Château d'Anet,Palace of Versailles,,1707,1743
Louise_Henriette_Françoise_de_Lorraine,Duchess of Bouillon,Hôtel de Chimay,France,1,1707,1737
"Louise_Hippolyte,_Princess_of_Monaco",,Prince's Palace of Monaco,Prince's Palace of Monaco,1,1697,1731
Louise_Hollandine_of_the_Palatinate,Abbess of Maubuisson,,,,1622,1709
Louise_Marguerite_of_Lorraine,Princess of Conti,Château d'Eu,Château de Blois,2,1588,1631
"Louise_Marie_Adélaïde_de_Bourbon-Penthièvre,_Duchess_of_Orléans",Duchess of Orléans,Château,Hôtel de Toulouse,1,1753,1821
Louise_Marie_Anne_de_Bourbon,"['Légitimée de France', 'Mademoiselle de Tours']",Bourbon-l'Archambault,Saint-Germain-en-Laye,,1674,1681
Louise_Marie_d'Orléans,Mademoiselle,Château de Saint-Cloud,Palais-Royal,,1726,1728
Louise_d'Aumont,Hereditary Princess of Monaco,Paris,Paris,1,1759,1826
"Louise_d'Orléans,_Princess_of_Bavaria_(1869–1952)",Princess Louise of Bavaria,Munich,England,1,1869,1952
Louise_de_Coligny,,Fontainebleau,Châtillon-Coligny,2,1555,1620
"Louise_de_Lorraine,_Duchess_of_Bouillon",Duchess of Bouillon,Hôtel de Chimay,,1,1718,1788
Louise_de_Mérode,Princess della Cisterna,Turin,Brussels,1,1819,1876
Louise_de_Rohan,Princess of Guéméné,France,France,1,1704,1780
Louise_of_Lorraine,,Moulins Allier,Nomeny,1,1553,1601
Louise_Élisabeth_d'Orléans,,Luxembourg Palace,Palace of Versailles,1,1709,1742
Louise_Élisabeth_de_Bourbon,Princess of Conti,Hôtel de Conti,Palace of Versailles,1,1693,1775
Louise_Élisabeth_of_France,,France,France,1,1727,1759
Lucia_Migliaccio,Duchess di Floridia,Kingdom of the Two Sicilies,Kingdom of Sicily,2,1770,1826
"Lucien,_Lord_of_Monaco",Lord of Monaco,Monaco,Monaco,1,1487,1523
Lucien_Murat,,,Milan,,1803,1878
Lucius_Lloyd,,,,,1710,1750
Ömer_Hilmi,Colonel of Inf.Ottoman Army,Egypt,Veliahd_Palace,,1886,1935
Ümmügülsüm_Sultan,,Istanbul,Istanbul,,1708,1732
Maad_a_Sinig_Kumba_Ndoffene_Famak_Joof,,Joal-Fadiouth,Kingdom of Sine,,1810,1871
Madho_Rao_Scindia,Maharaja ScindiaofGwalior,French Third Republic,Lashkar Gwalior,,1876,1925
Mafalda_of_Portugal_(1149–1160),,Coimbra,Coimbra,,1149,1160
Magat_Salamat,Prince ofTondo,,,,1550,1595
Magdalena_Sibylla_of_Hesse-Darmstadt,,Kirchheim unter Teck,Darmstadt,1,1652,1712
Magdalena_Wilhelmine_of_Württemberg,,Karlsburg Castle,Stuttgart,1,1677,1742
Magdalena_of_Sweden,,,,,1445,1495
Magdalene_Sibylle_of_Saxe-Weissenfels_(1673–1726),,Eisenach,Halle (Saale),1,1673,1726
Magdalene_Sibylle_of_Saxony,Princess of Denmark; Duchess of Saxe-Altenburg,Altenburg,Electorate of Saxony,2,1617,1668
"Magnus,_Duke_of_Östergötland",Duke of Östergötland,Kungsbro,,,1542,1595
Magnus_Haraldsson_of_Norway,,Oslo,,,1135,1145
"Magnus_I,_Duke_of_Mecklenburg",,,,,1345,1384
"Magnus_II,_Duke_of_Saxe-Lauenburg",,Ratzeburg,,1,1543,1603
Mahendrapala_I,,,,,885,910
Mahidevran_Gülbahar,,Ottoman Empire,Caucasus,1,1500,1582
Mahmoud_Mirza,,Évian-les-Bains,Tehran,,1905,1988
Mahmud_Namik_Efendi,His Imperial Highness Prince Şehzade Mahmud Namık Efendi,,Turkey,,1913,1963
Majid_bin_Abdulaziz_Al_Saud,,Jeddah,Riyadh,,1938,2003
Majid_bin_Mohammed_bin_Rashid_Al_Maktoum,Sheikh,,Dubai,,1987,2015
Mallikarjuna_Raya,,,,,1446,1465
Manbhawati_Bai,,Lahore,JAIPUR,1,1572,1605
Mangkunegara_I,,,Kartosuro,,1725,1796
"Manuel,_Prince_of_Portugal_(1531–1537)",Prince of Portugal,Évora,Alvito Portugal,,1531,1537
Maputeoa,,Rikitea,Rikitea,1,1814,1857
Marama_Teururai,Regent of Huahine,Huahine,Huahine,,1851,1909
"Marcantonio_Mario_Dimitri_Ruspoli,_3rd_Prince_of_Poggio_Suasa",3rd Prince ofPoggio Suasa,Pernambuco,Etterbeek,,1926,2003
Marfa_Sobakina,,,,1,1552,1571
"Margaret,_Countess_of_Anjou",,,,1,1273,1299
"Margaret,_Countess_of_Pembroke",Countess of Pembroke,,,1,1346,1361
"Margaret,_Countess_of_Vertus",Countess of Vertus and Etampes,,,1,1406,1466
"Margaret,_Marchioness_of_Namur",,Marienthal Luxembourg,,1,1194,1270
"Margaret_Beaufort,_Countess_of_Devon",Countess of Devon,,Greater London,1,1409,1449
"Margaret_Cambridge,_Marchioness_of_Cambridge",,,,1,1873,1929
Mattias_de'_Medici,,Grand Duchy of Tuscany,Grand Duchy of Tuscany,,1613,1667
"Maurice,_Duke_of_Saxe-Lauenburg",,Buxtehude,,,1551,1612
Max_von_Hohenlohe,Prince ofHohenlohe-Langenburg,Marbella,Vienna,,1931,1994
"Maximilian_Anton,_Hereditary_Prince_of_Thurn_and_Taxis",Hereditary Prince of Thurn and Taxis,Kingdom of Bavaria,Kingdom of Bavaria,1,1831,1867
"Maximilian_Karl,_6th_Prince_of_Thurn_and_Taxis",Prince of Thurn and Taxis,Kingdom of Bavaria,Electorate of Bavaria,2,1802,1871
"Maximilian_Karl_Albert,_Prince_of_Löwenstein-Wertheim-Rochefort",Count and then Prince of Löwenstein-Wertheim-Rochefort,Milan,Rochefort Belgium,,1656,1718
"Maximilian_Maria,_7th_Prince_of_Thurn_and_Taxis",Prince of Thurn and Taxis,Regensburg,Schloss Taxis,,1862,1885
Maximilian_William_of_Brunswick-Lüneburg,,Archduchy of Austria,Iburg Castle,,1666,1726
Maximiliana_of_Bavaria,,Munich,Nymphenburg Palace,,1810,1821
Maximinus_Thrax,,Roman Italy,Moesia,,173,238
Mediha_Sultan,,France,Istanbul,1,1856,1928
Mehisti_Kadınefendi,,England,Adapazarı,1,1892,1964
Mehmed_Orhan,,France,Constantinople,1,1909,1994
Mehmed_Selaheddin,Major-General H.I.H. Prince Mehmed Selaheddin,Istanbul,Istanbul,,1861,1915
Mehmed_Ziyaeddin,General H.I.H. Prince Mehmed Ziyaeddin,Egypt,Ortaköy,,1873,1938
Mehtab_Kadınefendi,,Yıldız,Makhachkala,1,1830,1888
Melek_Tourhan,,Heliopolis (Cairo suburb),Istanbul,1,1869,1956
Meng_Zhixiang,,,,,874,934
Merrik_Burrell,,,,,1699,1787
Meyliservet_Kadınefendi,,Ortaköy,Batumu,1,1854,1891
Mezide_Mestan_Kadınefendi,,Yıldız Palace,Ganja Azerbaijan,1,1869,1909
Michael_Asen_IV_of_Bulgaria,,,,1,1322,1355
Michael_I_of_Russia,,Russia,Russia,2,1596,1645
Mihrengiz_Kadınefendi,,Egypt,Sochi,1,1869,1938
Mihri_Müşfik_Hanım,,U.S. state,Istanbul,,1886,1954
Mihrimah_Sultan,,Consantinople,Constantinople,1,1522,1578
Mihrişah_Sultan,,Constantinople,Caucasus,1,1745,1805
Margaret_Stuart_(1598–1600),,Linlithgow Palace,Dalkeith Palace,,1598,1600
Margaret_Van_Alen_Bruguiére,,Newport Rhode Island,Newport Rhode Island,,1876,1969
"Margaret_of_Austria,_Electress_of_Saxony",,Altenburg,Austria,1,1416,1486
Margaret_of_Bavaria,,Dijon,,1,1363,1423
"Margaret_of_Bavaria,_Electress_Palatine",,Heidelberg,Amberg,1,1456,1501
"Margaret_of_Bohemia,_Duchess_of_Wroclaw",Duchess consort of Wroclaw Legnica Brieg Kalisz Troppau and Legnica,Hradec Králové,Prague,1,1296,1322
"Margaret_of_Bohemia,_Queen_of_Hungary",,,,1,1335,1349
Margaret_of_Brieg,,,,1,1342,1386
Margaret_of_Brittany,,Nantes,,1,1443,1469
Margaret_of_Brunswick-Lüneburg,,Celle,Celle,1,1573,1643
"Margaret_of_Burgundy,_Dauphine_of_France",Dauphine of France; Duchess of Guyenne,Kingdom of France,,,1393,1441
"Margaret_of_Burgundy,_Duchess_of_Bavaria","['Duchess consort of Bavaria-Straubing', 'Countess consort of Mortain Hainaut Holland and Zeeland']",Le Quesnoy,,1,1374,1441
Margaret_of_Foix,,Nantes,,1,1449,1486
"Margaret_of_France,_Duchess_of_Brabant",Duchess of Brabant,,,1,1254,1271
"Margaret_of_Huntingdon,_Duchess_of_Brittany",,,,3,1145,1201
Margaret_of_Opava,Margravine of Moravia,Brno,Opava,1,1335,1363
"Margaret_of_Savoy,_Countess_of_Saint-Pol",,Bruges,Turin,2,1439,1483
"Margaret_of_Savoy,_Duchess_of_Anjou","['Countess of Württemberg', 'Duchess of Anjou and Calabria', 'Countess Palatine of the Rhine']",Württemberg,Morges,3,1410,1479
"Margaret_of_Scotland,_Queen_of_Norway",,Vestfold,England,1,1261,1283
Margaret_of_York_(1472),,,Hampshire,,1472,1472
Margaret_of_the_Palatinate,Duchess consort of Lorraine,Einville-au-Jard,,1,1376,1434
Margherita_Aldobrandini,,Parma,Capodimonte Lazio,1,1588,1646
"Margherita_Gonzaga,_Duchess_of_Lorraine",,Nancy France,Mantua,1,1591,1632
Margherita_Maria_Farnese,Duchess of Modena,Ducal Palace of Colorno,Parma,1,1664,1718
Margherita_de'_Medici,,Parma,Palazzo Pitti,1,1612,1679
Margravine_Auguste_of_Baden-Baden,,Palais-Royal,Schloss Johannisburg,1,1704,1726
Margravine_Dorothea_Charlotte_of_Brandenburg-Ansbach,,Darmstadt,Ansbach,1,1661,1705
Margravine_Elisabeth_Fredericka_Sophie_of_Brandenburg-Bayreuth,,,,1,1732,1780
Margravine_Elisabeth_Louise_of_Brandenburg-Schwedt,Princess Augustus Ferdinand of Prussia,Brandenburg,Schwedt,1,1738,1820
Margravine_Elisabeth_Sophie_of_Brandenburg_(1674–1748),,,,3,1674,1748
Margravine_Hedwig_Sophie_of_Brandenburg,Landgravine of Hesse-Kassel,,,1,1623,1683
Margravine_Louise_Charlotte_of_Brandenburg,Duchess of Courland,Jelgava,Brandenburg-Prussia,1,1617,1676
Margravine_Philippine_of_Brandenburg-Schwedt,Landgravine of Hesse-Kassel,Berlin,Schwedt,1,1745,1800
Margravine_Sophie_Christine_of_Brandenburg-Bayreuth,Hereditary Princess of Thurn and Taxis,Southern Netherlands,Weferlingen,1,1710,1739
Margrete_Skulesdatter,,,,1,1208,1270
"Marguerite,_Duchess_of_Rohan","['Duchess of Rohan', 'Princess of Léon']",France,,1,1617,1684
Marguerite_Louise_d'Orléans,,Kingdom of France,Château de Blois,1,1645,1721
Marguerite_of_Lorraine,Duchess of Orléans,France,Palace of the Dukes of Lorraine,1,1615,1672
Maria_Amalia_of_Austria,"['Holy Roman Empress German Queen Queen consort of Bohemia', 'Electress consort of Bavaria']",Nymphenburg Palace,Hofburg Palace,1,1701,1756
Maria_Angela_Caterina_d'Este,Princess of Carignano,,,1,1656,1722
Maria_Anna_Katharina_Rutowska,Countess Rutowska,,,2,1706,1752
Maria_Anna_Sophia_of_Saxony,,Fürstenried Palace,Dresden Castle,1,1728,1797
Maria_Anna_Vasa,,Warsaw,Warsaw,,1650,1651
Maria_Anna_of_Bavaria_(1805–1877),,Wachwitz,Munich,1,1805,1877
Maria_Anna_of_Naples_and_Sicily,Princess of Naples and Sicily,Royal Palace of Naples,Royal Palace of Naples,,1775,1780
Maria_Anna_of_Savoy,,Kingdom of Bohemia,Palazzo Colonna,1,1803,1884
"Maria_Anna_of_Savoy,_Duchess_of_Chablais",Duchess of Chablais,Palazzina di caccia of Stupinigi,Turin,1,1757,1824
Maria_Antonia_Ferdinanda_of_Spain,,Turin,Alcázar of Seville,1,1729,1785
"Maria_Beatrice_d'Este,_Duchess_of_Massa",Duchess of Massa,Austria,Ducal Palace of Modena,1,1750,1829
Maria_Belgica_of_Portugal,,Geneva,Delft,,1598,1647
Maria_Carolina_Zamoyska,Duchess of Castro,Marseille,Poland,1,1896,1968
Maria_Caroline_Gibert_de_Lametz,Princess consort of Monaco,Monaco,Coulommiers Seine-et-Marne,1,1793,1879
Maria_Caterina_Brignole,,England,Palazzo Rosso (Genoa),2,1737,1813
Maria_Caterina_Farnese,Duchess of Modena and Reggio,Ducal Palace of Sassuolo,Parma,1,1615,1646
Maria_Clotilde_of_Naples_and_Sicily,Princess of Naples and Sicily,Palace of Caserta,Palace of Caserta,,1786,1792
Maria_Cristina_of_Naples_and_Sicily,,Kingdom of Sardinia,Palace of Caserta,1,1779,1849
Maria_Cristina_of_Savoy,,Kingdom of the Two Sicilies,Kingdom of Sardinia,1,1812,1836
Maria_Dobroniega_of_Kiev,,,,1,1012,1087
Maria_Elisabeth_of_Holstein-Gottorp,,Darmstadt,Gottorf Castle,1,1634,1665
Maria_Elisabeth_of_Saxony_(1736–1818),"['Princess of Poland', 'Princess of Saxony']",Dresden,Wilanów Palace,,1736,1818
Maria_Elisabetta_Carlotta_of_Savoy,Princess of Savoy,,Royal Palace of Turin,,1752,1753
Maria_Fortunata_d'Este,,Venice,Ducal Palace of Modena,1,1731,1803
"Maria_Francisca_of_Orléans-Braganza,_Duchess_of_Braganza",Duchess of Braganza(more...),Portugal,Eu Seine-Maritime,1,1914,1968
"Maria_Gonzaga,_Duchess_of_Montferrat",Regent of Mantua,Mantua,Mantua,1,1609,1660
Maria_Henrietta_of_Naples_and_Sicily,Princess of Naples and Sicily,Palace of Caserta,Royal Palace of Naples,,1787,1792
Maria_Henriette_de_La_Tour_d'Auvergne,"['Hereditary Princess of Sulzbach', 'Margravine of Bergen op Zoom']",Hilpoltstein,France,1,1708,1728
Maria_Isabelle_of_Naples_and_Sicily,Princess of Naples and Sicily,,Kingdom of Naples,,1793,1801
Maria_Josepha_Amalia_of_Saxony,,Royal Palace of Aranjuez,Electorate of Saxony,1,1803,1829
Maria_Josepha_of_Bavaria,,Austria,Munich,1,1739,1767
Maria_Karolina_Sobieska,Duchess of Bouillon,Zhovkva,Silesia,2,1697,1740
Maria_Kunigunde_of_Saxony,,Dresden,Warsaw,,1740,1826
"Maria_Letizia_Bonaparte,_Duchess_of_Aosta",Duchess of Aosta,Moncalieri,Palais-Royal,1,1866,1926
Maria_Ludovika_of_Austria-Este,,Kingdom of Lombardy–Venetia,Duchy of Milan,1,1787,1816
Maria_Luisa_de_Silva_y_Fernández_de_Henestrosa,Infanta of Spain; Princess of Bavaria; Duchess of Talavera de la Reina,Madrid,Madrid,1,1880,1955
Maria_Luisa_of_Savoy,,Royal Alcazar of Madrid,Royal Palace of Turin,1,1688,1714
Maria_Maddalena_de'_Medici,,Florence,Palazzo Pitti,,1600,1633
Maria_Margaretha_of_Saxony,"['Princess of Poland', 'Princess of Saxony']",Dresden,Dresden,,1727,1734
Maria_Sophia_of_Neuburg,,Ribeira Palace,Schloss Benrath,1,1666,1699
Maria_Temryukovna,,Alexandrov Vladimir Oblast,Kabardia,1,1544,1569
"Maria_Teresa_Cybo-Malaspina,_Duchess_of_Massa",,Modena,Novellara,2,1725,1790
Maria_Teresa_Felicitas_d'Este,"['Princess of Modena', 'Duchess of Penthièvre']",Château de Rambouillet,Ducal Palace of Modena,1,1726,1754
"Maria_Theresa_of_Austria-Este,_Queen_of_Sardinia",,Turin,Royal Palace of Milan,1,1773,1832
Maria_Theresa_of_Austria_(1801–1855),,Kingdom of Sardinia,Austrian Empire,1,1801,1855
Maria_Theresa_of_Austria_(1816–1867),,Albano Laziale,Austrian Empire,1,1816,1867
Maria_Theresia_Ahlefeldt,Countess of Ahlefeldt-Langeland,Kingdom of Bohemia,Regensburg,,1755,1810
Maria_Vittoria_dal_Pozzo,,Kingdom of Italy,July Monarchy,1,1847,1876
Maria_Vittoria_of_Savoy,"['Princess of Carignano', 'Marchesa di Susa']",,Turin,1,1690,1766
Maria_d'Este,Duchess of Parma,Parma,Modena,1,1644,1684
Maria_de_La_Cerda_y_de_Lara,,Paris,,2,1319,1375
Maria_de_Luna,,Villarreal,,1,1358,1406
Maria_of_Antioch-Armenia,Lady of Toron,,,1,1215,1257
"Maria_of_Aragon,_Queen_of_Castile",,Villacastín,,1,1396,1445
"Maria_of_Austria,_Holy_Roman_Empress",Holy Roman Empress; Queen consort of Germany Hungary and Bohemia,Madrid,Madrid,1,1528,1603
Maria_of_Borovsk,Grand Princess consort of Moscow,,,1,1418,1484
"Maria_of_Brabant,_Holy_Roman_Empress",,,,1,1190,1260
Maria_of_Bytom,,Kingdom of Hungary,,1,1295,1315
Maria_of_Calabria,,,,2,1329,1366
Maria_of_Cleves,Duchess of Orléans,Chaunay,,1,1426,1487
Maria_of_Navarre,,,,1,1329,1347
"Maria_of_Saxony,_Duchess_of_Pomerania",Duchess consort ofPomerania-Wolgast,Wolgast,Weimar,1,1515,1583
Mariam_Dadiani,,,,3,1599,1682
Mariam_Tsitsishvili,,Russian Empire,Kingdom of Kartli-Kakheti,1,1768,1850
Marianna_Török,Countess Török von Szendrö,Graz,Philadelphia,1,1877,1968
"Marie,_Countess_of_Eu",,Poitou,Melle Deux-Sèvres,1,1223,1260
"Marie,_Duchess_of_Auvergne","['Duchess of Auvergne', 'Countess of Montpensier']",Lyon,,3,1375,1434
"Marie-Caroline_de_Bourbon-Sicile,_duchesse_de_Berry","['Duchess of Berry', 'Duchess della Grazia']",Eichfeld,Caserta,1,1798,1870
Marie-Claire_Heureuse_Félicité,Empress consort of Haiti,Gonaïves,Léogâne,,1758,1858
Marie-Louise_Coidavid,,Pisa,Ouanaminthe,1,1778,1851
Marie_Amalie_of_Brandenburg,,Bertholdsburg_Castle,Cölln,2,1670,1739
Marie_Anne_d'Orléans,Mademoiselle de Chartres,Luxembourg Palace,Luxembourg Palace,,1652,1656
Marie_Anne_de_Bourbon,"['Duchess of La Vallière', 'Légitimée de France']",France,France,1,1666,1739
"Marie_Anne_de_Bourbon,_Duchess_of_Vendôme",Duchess of Vendôme,Hôtel de Vendôme,Hôtel de Condé,1,1678,1718
Marie_Anne_de_Bourbon_(1689–1720),Duchess of Bourbon,Hôtel de Condé,France,1,1689,1720
Marie_Anne_de_Bourbon_(1697–1741),Mademoiselle de Clermont,Petit Luxembourg,Hôtel de Condé,1,1697,1741
Marie_Anne_Éléonore_de_Bourbon,Abbess of Saint-Antoine-des-Champs,Villejuif,Palace of Versailles,,1690,1760
Marie_Antoinette_Murat,Princess of Hohenzollern-Sigmaringen,Sigmaringen,Labastide-Murat,1,1793,1847
Marie_Armande_de_La_Trémoille,Princess of Turenne,Hôtel de Chimay,,1,1677,1717
Marie_Charlotte_de_La_Tour_d'Auvergne,Princess of Beauvau,France,Hôtel de Chimay,1,1729,1763
Marie_Charlotte_de_la_Trémoille,,Jena,Thouars,1,1632,1682
Marie_Clotilde_Bonaparte,Countess Serge de Witt,Cendrieux,Brussels,,1912,1996
Marie_Eleonore_of_Cleves,Duchess of consort Prussia,Königsberg,Kleve,1,1550,1608
Marie_Elisabeth_of_France,,Paris,Louvre Palace,,1572,1578
Marie_Elisabeth_of_Hesse-Darmstadt,,Römhild,Darmstadt,1,1656,1715
Marie_Fox,,Schloss_Burgstall,Paris,1,1850,1878
Marie_Friederike_of_Hesse-Kassel,Duchess of Anhalt-Benburg,Hanau,Hanau,1,1768,1839
"Marie_I,_Countess_of_Auvergne",,,France,1,1376,1437
"Marie_Isabelle_de_Rohan,_Duchess_of_Tallard",Duchess of Tallard,France,France,,1699,1754
Marie_Jeanne_Baptiste_of_Savoy-Nemours,,Palazzo Madama Turin,,1,1644,1724
Marie_Joséphine_of_Savoy,Countess of Provence,Hartwell House Buckinghamshire,Turin,1,1753,1810
Marie_Louise_de_La_Tour_d'Auvergne,Princess of Guéméné,France,Hôtel de Chimay,1,1725,1793
Marie_Louise_de_Rohan,Countess of Marsan,Regensburg,,1,1720,1803
Marie_Louise_of_Orléans_(1662–1689),,Royal Alcazar of Madrid,Palais-Royal,1,1662,1689
Marie_Louise_Élisabeth_d'Orléans,Duchess of Berry,Château de la Muette,Palace of Versailles,1,1695,1719
Marie_Sophie_de_Courcillon,"['Princess of Rohan', 'Duchess of Pecquigny']",France,France,2,1713,1756
"Marie_Thérèse,_Madame_Royale_(1667–1672)",Madame Royale,Château de Saint-Germain-en-Laye,Château de Saint-Germain-en-Laye,,1667,1672
Marie_Thérèse_de_Bourbon,"['Princess of Conti', 'Titular Queen of Poland']",Hôtel de Conti,Hôtel de Condé,1,1666,1732
Marie_Victoire_de_Noailles,"['Countess of Toulouse', 'Marchioness of Gondrin']",Hôtel de Toulouse,France,2,1688,1766
