title,ontology/title,deathPlace,birthPlace,num_spouses,ontology/birthYear,ontology/deathYear,birthCountry
"Margaret_of_Austria,_Electress_of_Saxony",,,,,1416,1486,Austria
Margaret_of_Bavaria,,,,,1363,1423,
"Margaret_of_Bavaria,_Electress_Palatine",,,,,1456,1501,
"Margaret_of_Bohemia,_Duchess_of_Wroclaw",Duchess consort of Wroclaw Legnica Brieg Kalisz Troppau and Legnica,,,,1296,1322,
"Margaret_of_Bohemia,_Queen_of_Hungary",,,,,1335,1349,
Margaret_of_Brieg,,,,,1342,1386,
Margaret_of_Brittany,,,,,1443,1469,
Margaret_of_Brunswick-Lüneburg,,,,,1573,1643,
"Margaret_of_Burgundy,_Dauphine_of_France",Dauphine of France; Duchess of Guyenne,,,,1393,1441,
"Margaret_of_Burgundy,_Duchess_of_Bavaria","['Duchess consort of Bavaria-Straubing', 'Countess consort of Mortain Hainaut Holland and Zeeland']",,,,1374,1441,
Margaret_of_Foix,,,,,1449,1486,
"Margaret_of_France,_Duchess_of_Brabant",Duchess of Brabant,,,,1254,1271,
"Margaret_of_Huntingdon,_Duchess_of_Brittany",,,,,1145,1201,
Margaret_of_Opava,Margravine of Moravia,,,,1335,1363,
"Margaret_of_Savoy,_Countess_of_Saint-Pol",,,,,1439,1483,
"Margaret_of_Savoy,_Duchess_of_Anjou","['Countess of Württemberg', 'Duchess of Anjou and Calabria', 'Countess Palatine of the Rhine']",,,,1410,1479,
"Margaret_of_Scotland,_Queen_of_Norway",,,,,1261,1283,
Margaret_of_York_(1472),,,,,1472,1472,
Margaret_of_the_Palatinate,Duchess consort of Lorraine,,,,1376,1434,
Margherita_Aldobrandini,,,,,1588,1646,
"Margherita_Gonzaga,_Duchess_of_Lorraine",,,,,1591,1632,
Margherita_Maria_Farnese,Duchess of Modena,,,,1664,1718,
Margherita_de'_Medici,,,,,1612,1679,
Margravine_Auguste_of_Baden-Baden,,,,,1704,1726,
Margravine_Dorothea_Charlotte_of_Brandenburg-Ansbach,,,,,1661,1705,
Margravine_Elisabeth_Fredericka_Sophie_of_Brandenburg-Bayreuth,,,,,1732,1780,
Margravine_Elisabeth_Louise_of_Brandenburg-Schwedt,Princess Augustus Ferdinand of Prussia,,,,1738,1820,
Margravine_Elisabeth_Sophie_of_Brandenburg_(1674–1748),,,,,1674,1748,
Margravine_Hedwig_Sophie_of_Brandenburg,Landgravine of Hesse-Kassel,,,,1623,1683,
Margravine_Louise_Charlotte_of_Brandenburg,Duchess of Courland,,,,1617,1676,
Margravine_Philippine_of_Brandenburg-Schwedt,Landgravine of Hesse-Kassel,,,,1745,1800,
Margravine_Sophie_Christine_of_Brandenburg-Bayreuth,Hereditary Princess of Thurn and Taxis,,,,1710,1739,
Margrete_Skulesdatter,,,,,1208,1270,
"Marguerite,_Duchess_of_Rohan","['Duchess of Rohan', 'Princess of Léon']",,,,1617,1684,
Marguerite_Louise_d'Orléans,,,,,1645,1721,
Marguerite_of_Lorraine,Duchess of Orléans,,,,1615,1672,
Maria_Amalia_of_Austria,"['Holy Roman Empress German Queen Queen consort of Bohemia', 'Electress consort of Bavaria']",,,,1701,1756,Austria
Maria_Angela_Caterina_d'Este,Princess of Carignano,,,,1656,1722,
Maria_Anna_Katharina_Rutowska,Countess Rutowska,,,,1706,1752,
Maria_Anna_Sophia_of_Saxony,,,,,1728,1797,
Maria_Anna_Vasa,,,,,1650,1651,Poland
Maria_Anna_of_Bavaria_(1805–1877),,,,,1805,1877,
Maria_Anna_of_Naples_and_Sicily,Princess of Naples and Sicily,,,,1775,1780,
Maria_Anna_of_Savoy,,,,,1803,1884,
"Maria_Anna_of_Savoy,_Duchess_of_Chablais",Duchess of Chablais,,,,1757,1824,
Maria_Antonia_Ferdinanda_of_Spain,,,,,1729,1785,Spain
"Maria_Beatrice_d'Este,_Duchess_of_Massa",Duchess of Massa,,,,1750,1829,
Maria_Belgica_of_Portugal,,,,,1598,1647,
Maria_Carolina_Zamoyska,Duchess of Castro,,,,1896,1968,Poland
Maria_Caroline_Gibert_de_Lametz,Princess consort of Monaco,,,,1793,1879,
Maria_Caterina_Brignole,,,,,1737,1813,
Maria_Caterina_Farnese,Duchess of Modena and Reggio,,,,1615,1646,
Maria_Clotilde_of_Naples_and_Sicily,Princess of Naples and Sicily,,,,1786,1792,
Maria_Cristina_of_Naples_and_Sicily,,,,,1779,1849,
Maria_Cristina_of_Savoy,,,,,1812,1836,
Maria_Dobroniega_of_Kiev,,,,,1012,1087,
Maria_Elisabeth_of_Holstein-Gottorp,,,,,1634,1665,
Maria_Elisabeth_of_Saxony_(1736–1818),"['Princess of Poland', 'Princess of Saxony']",,,,1736,1818,Poland
Maria_Elisabetta_Carlotta_of_Savoy,Princess of Savoy,,,,1752,1753,
Maria_Fortunata_d'Este,,,,,1731,1803,
"Maria_Francisca_of_Orléans-Braganza,_Duchess_of_Braganza",Duchess of Braganza(more...),,,,1914,1968,France
"Maria_Gonzaga,_Duchess_of_Montferrat",Regent of Mantua,,,,1609,1660,
Maria_Henrietta_of_Naples_and_Sicily,Princess of Naples and Sicily,,,,1787,1792,
Maria_Henriette_de_La_Tour_d'Auvergne,"['Hereditary Princess of Sulzbach', 'Margravine of Bergen op Zoom']",,,,1708,1728,France
Maria_Isabelle_of_Naples_and_Sicily,Princess of Naples and Sicily,,,,1793,1801,Italy
Maria_Josepha_Amalia_of_Saxony,,,,,1803,1829,
Maria_Josepha_of_Bavaria,,,,,1739,1767,
Maria_Karolina_Sobieska,Duchess of Bouillon,,,,1697,1740,Poland
Maria_Kunigunde_of_Saxony,,,,,1740,1826,Poland
"Maria_Letizia_Bonaparte,_Duchess_of_Aosta",Duchess of Aosta,,,,1866,1926,
Maria_Ludovika_of_Austria-Este,,,,,1787,1816,
Maria_Luisa_de_Silva_y_Fernández_de_Henestrosa,Infanta of Spain; Princess of Bavaria; Duchess of Talavera de la Reina,,,,1880,1955,
Maria_Luisa_of_Savoy,,,,,1688,1714,
Maria_Maddalena_de'_Medici,,,,,1600,1633,
Maria_Margaretha_of_Saxony,"['Princess of Poland', 'Princess of Saxony']",,,,1727,1734,
Maria_Sophia_of_Neuburg,,,,,1666,1699,Germany
Maria_Temryukovna,,,,,1544,1569,
"Maria_Teresa_Cybo-Malaspina,_Duchess_of_Massa",,,,,1725,1790,Italy
Maria_Teresa_Felicitas_d'Este,"['Princess of Modena', 'Duchess of Penthièvre']",,,,1726,1754,
"Maria_Theresa_of_Austria-Este,_Queen_of_Sardinia",,,,,1773,1832,
Maria_Theresa_of_Austria_(1801–1855),,,,,1801,1855,
Maria_Theresa_of_Austria_(1816–1867),,,,,1816,1867,
Maria_Theresia_Ahlefeldt,Countess of Ahlefeldt-Langeland,,,,1755,1810,
Maria_Vittoria_dal_Pozzo,,,,,1847,1876,
Maria_Vittoria_of_Savoy,"['Princess of Carignano', 'Marchesa di Susa']",,,,1690,1766,
Maria_d'Este,Duchess of Parma,,,,1644,1684,
Maria_de_La_Cerda_y_de_Lara,,,,,1319,1375,
Maria_de_Luna,,,,,1358,1406,
Maria_of_Antioch-Armenia,Lady of Toron,,,,1215,1257,
"Maria_of_Aragon,_Queen_of_Castile",,,,,1396,1445,
"Maria_of_Austria,_Holy_Roman_Empress",Holy Roman Empress; Queen consort of Germany Hungary and Bohemia,,,,1528,1603,Spain
Maria_of_Borovsk,Grand Princess consort of Moscow,,,,1418,1484,
"Maria_of_Brabant,_Holy_Roman_Empress",,,,,1190,1260,
Maria_of_Bytom,,,,,1295,1315,
Maria_of_Calabria,,,,,1329,1366,
Maria_of_Cleves,Duchess of Orléans,,,,1426,1487,
Maria_of_Navarre,,,,,1329,1347,
"Maria_of_Saxony,_Duchess_of_Pomerania",Duchess consort ofPomerania-Wolgast,,,,1515,1583,
Mariam_Dadiani,,,,,1599,1682,
Mariam_Tsitsishvili,,,,,1768,1850,
Marianna_Török,Countess Török von Szendrö,,,,1877,1968,
"Marie,_Countess_of_Eu",,,,,1223,1260,
"Marie,_Duchess_of_Auvergne","['Duchess of Auvergne', 'Countess of Montpensier']",,,,1375,1434,
"Marie-Caroline_de_Bourbon-Sicile,_duchesse_de_Berry","['Duchess of Berry', 'Duchess della Grazia']",,,,1798,1870,Italy
Marie-Claire_Heureuse_Félicité,Empress consort of Haiti,,,,1758,1858,
Marie-Louise_Coidavid,,,,,1778,1851,Haiti
Marie_Amalie_of_Brandenburg,,,,,1670,1739,
Marie_Anne_d'Orléans,Mademoiselle de Chartres,,,,1652,1656,
Marie_Anne_de_Bourbon,"['Duchess of La Vallière', 'Légitimée de France']",,,,1666,1739,France
"Marie_Anne_de_Bourbon,_Duchess_of_Vendôme",Duchess of Vendôme,,,,1678,1718,
Marie_Anne_de_Bourbon_(1689–1720),Duchess of Bourbon,,,,1689,1720,France
Marie_Anne_de_Bourbon_(1697–1741),Mademoiselle de Clermont,,,,1697,1741,France
Marie_Anne_Éléonore_de_Bourbon,Abbess of Saint-Antoine-des-Champs,,,,1690,1760,
Marie_Antoinette_Murat,Princess of Hohenzollern-Sigmaringen,,,,1793,1847,
Marie_Armande_de_La_Trémoille,Princess of Turenne,,,,1677,1717,
Marie_Charlotte_de_La_Tour_d'Auvergne,Princess of Beauvau,,,,1729,1763,France
Marie_Charlotte_de_la_Trémoille,,,,,1632,1682,
Marie_Clotilde_Bonaparte,Countess Serge de Witt,,,,1912,1996,Belgium
Marie_Eleonore_of_Cleves,Duchess of consort Prussia,,,,1550,1608,
Marie_Elisabeth_of_France,,,,,1572,1578,
Marie_Elisabeth_of_Hesse-Darmstadt,,,,,1656,1715,
Marie_Fox,,,,,1850,1878,
Marie_Friederike_of_Hesse-Kassel,Duchess of Anhalt-Benburg,,,,1768,1839,
"Marie_I,_Countess_of_Auvergne",,,,,1376,1437,France
"Marie_Isabelle_de_Rohan,_Duchess_of_Tallard",Duchess of Tallard,,,,1699,1754,France
Marie_Jeanne_Baptiste_of_Savoy-Nemours,,,,,1644,1724,
Marie_Joséphine_of_Savoy,Countess of Provence,,,,1753,1810,
Marie_Louise_de_La_Tour_d'Auvergne,Princess of Guéméné,,,,1725,1793,France
Marie_Louise_de_Rohan,Countess of Marsan,,,,1720,1803,
Marie_Louise_of_Orléans_(1662–1689),,,,,1662,1689,France
Marie_Louise_Élisabeth_d'Orléans,Duchess of Berry,,,,1695,1719,
Marie_Sophie_de_Courcillon,"['Princess of Rohan', 'Duchess of Pecquigny']",,,,1713,1756,France
"Marie_Thérèse,_Madame_Royale_(1667–1672)",Madame Royale,,,,1667,1672,France
Marie_Thérèse_de_Bourbon,"['Princess of Conti', 'Titular Queen of Poland']",,,,1666,1732,France
Marie_Victoire_de_Noailles,"['Countess of Toulouse', 'Marchioness of Gondrin']",,,,1688,1766,France
"Marie_de_Bourbon,_Duchess_of_Montpensier","['Duchess of Orléans', 'Duchess of Montpensier']",,,,1605,1627,France
"Marie_de_Lorraine,_Duchess_of_Guise",Duchess of Guise,,,,1615,1688,France
Marie_of_Armagnac,Duchess of Alençon,,,,1420,1473,
Marie_of_Brandenburg-Kulmbach,Electress Palatine,,,,1519,1567,
Marie_of_Brienne,,,,,1225,1275,
"Marie_of_France,_Duchess_of_Brabant",,,,,1198,1238,
Marie_of_Lorraine,,,,,1674,1724,France
"Marie_of_Lusignan,_Queen_of_Aragon",,,,,1273,1319,Cyprus
"Marie_of_Luxembourg,_Queen_of_France",,,,,1304,1324,
"Marie_of_Orléans,_Viscountess_of_Narbonne","['Countess of Étampes', 'Viscountess of Narbonne']",,,,1457,1493,
"Marie_of_Prussia,_Margravine_of_Brandenburg-Bayreuth",,,,,1579,1649,
"Marie_of_Valois,_Prioress_of_Poissy",,,,,1393,1438,
"Mario_Ruspoli,_2nd_Prince_of_Poggio_Suasa",2nd Prince ofPoggio Suasa,,,,1867,1963,Romania
Marquis_Wen_of_Jin,,,,,-805,-746,
Marta_Esther_Rocafort-Altuzarra,,,,,1913,1993,
Martanda_Bhairava_Tondaiman,Raja of Pudukkottai,,,,1875,1928,
Martha_of_Armagnac,,,,,1347,1378,
Martha_of_Denmark,,,,,1277,1341,Denmark
"Martin_Redmayne,_Baron_Redmayne_of_Rushcliffe",,,,,1910,1983,
Martin_of_Aragon_(heir_of_Sicily),Prince of Sicily Infante of Aragon,,,,1406,1407,
"Mary_Stewart,_Countess_of_Arran",Princess of Scotland; Countess of Arran; Lady Hamilton,,,,1453,1488,
Mary_Stuart_(1605–1607),,,,,1605,1607,
Mary_of_Avesnes,,,,,1280,1354,
Mary_of_Bourbon,,,,,1515,1538,
"Mary_of_Burgundy,_Duchess_of_Savoy",Duchess consort of Savoy,,,,1386,1422,
Mary_of_Lancaster,Baroness Percy,,,,1320,1362,
"Mary_of_Scotland,_Countess_of_Boulogne",,,,,1082,1116,
Mary_of_Waltham,Duchess of Brittany,,,,1344,1362,
Mary_of_Woodstock,,,,,1278,1332,
"María_Teresa_de_Borbón,_15th_Countess_of_Chinchón",Countess of Chinchón,,,,1779,1828,Spain
Mashhoor_bin_Saud_bin_Abdulaziz_Al_Saud,,,,,1954,2004,
"Mathilde,_Abbess_of_Essen",,,,,949,1011,
"Matilda,_Abbess_of_Quedlinburg",,,,,955,999,
"Matilda_of_Brandenburg,_Duchess_of_Brunswick-Lüneburg",Duchess consort of Brunswick-Lüneburg,,,,1210,1261,
"Matilda_of_England,_Duchess_of_Saxony",,,,,1156,1189,
Matilda_of_Frisia,Queen consort of the Franks,,,,1024,1044,
"Matilda_of_Germany,_Countess_Palatine_of_Lotharingia",,,,,979,1025,
Matilda_of_Habsburg,,,,,1252,1304,
Milena_Vukotić,,,,,1847,1923,
Milton_Sharp,,,,,1856,1924,
Mindaugas,King of Lithuania,,,,1203,1263,
"Mir_Yousuf_Ali_Khan,_Salar_Jung_III",Prime Minister of Hyderabad,,,,1889,1949,India
Mirza_Basheer-ud-Din_Mahmood_Ahmad,"['Leader of the Faithful', 'Promised Son']",,,,1889,1965,
Mirza_Jawan_Bakht,,,,,1749,1788,
Mirza_Nasir_Ahmad,"['Leader of the Faithful', 'Khalifatul Masih III']",,,,1909,1982,
Mirza_Zafar,,,,,1876,1921,
Mohammad_Burhanuddin_(49th_Dai),,,,,18,1906,
Mohammad_Reza_Pahlavi,"['50px', 'Shahanshah of Iran']",,,,1919,1980,
Mohammad_Shammaa_Al_Zengi_III,Prince of Zengid Dynasty,,,,1983,1954,
Mohammed_Nadir_Shah,King of the God granted Kingdom of Afghanistan and its dependencies,,,,1883,1933,
Mokal_Singh,,,,,1409,1433,
Moulay_Ali_Alaoui,Prince of Morocco,,,,1924,1988,Morocco
Mozaffar_Firouz,,,,,1906,1988,
Mudaffar_Sjah,,,,,1935,2015,
Muhammad_Ali_Shah,King ofOudh,,,,1777,1842,
Muhammad_II_ibn_Mahmud,,,,,1128,1159,
Muhammad_Kudarat,,,,,1581,1671,Philippines
Muhammad_Parviz,ShahzadaMirzaof theMughal Empire,,,,1586,1626,Afghanistan
Muhammad_Sultan_(Mughal_prince),Shahzada of theMughal Empire,,,,1639,1676,India
"Muhammad_XIII,_Sultan_of_Granada",,,,,1444,1494,
Muhammad_ibn_Ali_al-Idrisi,Emir of Asir,,,,1876,1920,
Muhammad_of_Negeri_Sembilan,Yang di-Pertuan Besar of Negeri Sembilan,,,,1865,1933,
Muhammed_bin_Saud_Al_Saud,Saudi Prince,,,,1934,2012,
Mumtaz_Shikoh,Shahzada of theMughal Empire,,,,1643,1647,India
Munawir_of_Negeri_Sembilan,Yang di-Pertuan Besar Negeri Sembilan,,,,1922,1967,
Musa_Wahab,Dato' Mendika Menteri Akhirulzaman Undang Luak Jelebu,,,,1937,2014,
Musbah_bint_Nasser,,,,,1884,1961,
Mécia_Lopes_de_Haro,,,,,1215,1270,
Mór_Ní_Tuathail,,,,,1114,1191,Ireland
Müveddet_Kadınefendi,,,,,1893,1951,
Müşfikâ_Kadınefendi,,,,,1867,1961,
Nahienaena,,,,,1815,1836,
Naile_Sultan,,,,,1856,1882,
Nandivarman_II,,,,,720,796,
Nasir-ud-Din_Haidar_Shah,KingofOudh,,,,1803,1837,
Natalia_Alexeievna_(Wilhelmina_Louisa_of_Hesse-Darmstadt),Tsesarevna of Russia,,,,1755,1776,
Natalia_Androsova,Princess Romanovskaya-Iskander of Russia,,,,1917,1999,
Natalie_of_Serbia,,,,,1859,1941,
Natalija_Konstantinović,"['Princess Natalija of Montenegro;', 'Grand Duchess of Grahovo and Zeta']",,,,1882,1950,
Navekivisal_Hanımefendi,,,,,1827,1854,
Nawab_Bai,,,,,1620,1691,
Nazikedâ_Kadınefendi,,,,,1848,1895,
Nazperver_Kadınefendi,,,,,1870,1929,
Ndvungunye,,,,,1760,1815,
Nefise_Hatun,,,,,1363,1400,
Nerva,,,,,1930,1998,
Neshedil_Kadinefendi,,,,,1857,1924,
Nevdür_Hanımefendi,,,,,1861,1927,
Nevvare_Hanımefendi,,,,,1901,1992,
Nevzad_Hanımefendi,,,,,1902,1992,
Neşerek_Kadınefendi,,,,,1848,1876,
Ngô_Quyền,,,,,897,944,
Nicholas_II_Garai,Palatine of Hungary;Ban of Croatia Dalmatia and Slavonia,,,,1367,1433,
Nicholas_of_Ilok,King of Bosnia;Ban of MacsóCroatia Slavonia and Dalmatia;Voivode of Transylvania,,,,1410,1477,Croatia
"Nicolas_Henri,_Duke_of_Orléans",Duke of Orleans,,,,1607,1611,
"Nicole,_Duchess_of_Lorraine","['Duchess consort of Lorraine', 'Duchess of Lorraine']",,,,1608,1657,
Niko_I_Dadiani,,,,,1847,1903,
"Nikolaus,_Hereditary_Grand_Duke_of_Oldenburg",Hereditary Grand Duke of Oldenburg,,,,1897,1970,
"Nino,_Princess_of_Mingrelia",,,,,1772,1847,
Noble_Dowager_Consort_Wan,,,,,1716,1807,
Noble_Lady_Shun,,,,,1748,1788,
Norodom_Kantol,Prince of Cambodia,,,,1920,1976,
Norodom_Narindrapong,,,,,1954,2003,Cambodia
Noura_bint_Abdul_Rahman_Al_Saud,,,,,1875,1950,
Nripa_Kama_II,,,,,1026,1047,
Nurhaci,,,,,1559,1626,
Nükhetsezâ_Hanımefendi_(wife_of_Abdul_Hamid_I),,,,,1760,1850,
Nükhetsezâ_Hanımefendi_(wife_of_Abdülmecid_I),,,,,1827,1850,
Đorđe_Branković,Serbian Despot,,,,1461,1516,
"Odoardo_Farnese,_Hereditary_Prince_of_Parma",,,,,1666,1693,
Olga_Feodorovna_of_Baden,Grand Duchess Olga Fyodorovna of Russia,,,,1839,1891,
"Olympia_Mancini,_Countess_of_Soissons",Countess of Soissons,,,,1638,1708,
Opoku_Ware_II,Asantehene of Asanteman;Kumasehene of Kumasi,,,,1919,1999,
Ordoño_IV_of_León,,,,,926,962,
Osei_Tutu_Agyeman_Prempeh_II,Asantehene of Asanteman;Kumasehene of Kumasi,,,,1892,1970,
Osei_Yaw_Akoto,Asantehene of Asanteman;Kumasehene of Kumasi,,,,1800,1834,
Osman_Fuad,H.I.H. Prince Osman Fuad,,,,1895,1973,
Ottilie_of_Katzenelnbogen,,,,,1453,1517,
Otto_Christian_Archibald_von_Bismarck,,,,,1897,1975,
"Otto_I,_Holy_Roman_Emperor",,,,,912,973,
"Otto_III,_Margrave_of_Brandenburg",Margrave of Brandenburg,,,,1215,1267,
"Otto_V,_Duke_of_Bavaria",,,,,1346,1379,
Owen_de_la_Pole,Lord of Powys,,,,1257,1293,
Patrick_Warrender,,,,,1731,1799,
"Paul_I,_Prince_Esterházy","['Palatine of Hungary', 'Prince Esterházy of Galántha']",,,,1635,1713,
"Paul_II_Anton,_Prince_Esterházy",Prince Esterházy of Galántha,,,,1711,1762,
Paul_I_Šubić_of_Bribir,"['Ban of Croatia', 'Lord of all of Bosnia']",,,,1245,1312,Croatia
Paul_Studholme,,,,,1930,1990,
Pauline_Therese_of_Württemberg,,,,,1800,1873,
"Pedro,_Prince_of_Brazil",Prince of BrazilDuke of Braganza(more...),,,,1712,1714,
"Pedro_Afonso,_Count_of_Barcelos",Count of Barcelos,,,,1288,1354,
"Pedro_Afonso,_Prince_Imperial_of_Brazil",Prince Imperial of Brazil,,,,1848,1850,
"Pedro_de_Alcântara,_Prince_of_Grão-Pará",Prince of Grão-Pará,,,,1875,1940,
"Pedro_de_Almeida_Portugal,_3rd_Marquis_of_Alorna",Marquis of AlornaCount of Assumar,,,,1754,1813,
Percy_Newson,,,,,1874,1950,
Percy_Nugent,,,,,1797,1874,
Persida_Nenadović,,,,,1813,1873,
Pertevniyal_Sultan,,,,,1812,1883,
"Peter,_Constable_of_Portugal",Constable of Portugal,,,,1429,1466,
"Peter,_Duke_of_Schleswig-Holstein",Duke of Schleswig-Holstein,,,,1922,1980,
Peter_Antonovich_of_Brunswick,,,,,1745,1798,
Peter_Estenberg,von Estenberg,,,,1686,1740,
"Peter_Friedrich_Wilhelm,_Duke_of_Oldenburg",Duke of Oldenburg,,,,1754,1823,
"Peter_I,_Grand_Duke_of_Oldenburg",Grand Duke of Oldenburg,,,,1755,1829,
"Peter_II,_Grand_Duke_of_Oldenburg",,,,,1827,1900,
Peter_I_of_Courtenay,,,,,1126,1183,
Peter_Kaeo,,,,,1836,1880,
Peter_Tempesta,Count of Eboli Count of Gravina,,,,1291,1315,
Peter_of_Aragon_(heir_of_Sicily),Prince of Sicily Infante of Aragon,,,,1398,1400,
Peter_the_Lame,Prince of Moldavia,,,,1537,1594,
Peter_von_Biron,Duke of Courland and Semigallia,,,,1724,1800,
Petre_Bagration-Gruzinsky,,,,,1857,1922,
Petre_Gruzinsky,,,,,1920,1984,
Peyveste_Hanımefendi,,,,,1873,1944,
Phat_Kanhol,,,,,1920,1969,
Pang_Ji_(Song_dynasty),,,,,988,1063,
Pari_Khan_Khanum,,,,,1548,1578,
Park_Goff,,,,,1871,1939,
Parshuram_Pant_Pratinidhi,,,,,1660,1718,
"Philip,_Landgrave_of_Hesse-Philippsthal",Landgrave of Hesse-Philippsthal,,,,1655,1721,
"Philip,_Prince_of_Portugal",Prince of Portugal,,,,1533,1539,
Philip_Frederick_of_the_Palatinate,Prince Palatine,,,,1627,1650,Netherlands
"Philip_I,_Duke_of_Pomerania",,,,,1515,1560,
"Philip_I,_Margrave_of_Baden",,,,,1479,1533,
"Philip_Prospero,_Prince_of_Asturias",Prince of Asturias,,,,1657,1661,
Philip_of_Castile,"['Infante of Castile', 'Lord of Valdecorneja']",,,,1231,1274,
Philip_of_Dreux,Bishop of Beauvais,,,,1158,1217,
Philip_of_France_(1116–1131),,,,,1116,1131,
Philip_of_Spain_(1712–1719),Infante of Spain,,,,1712,1719,Spain
"Philipp_Albrecht,_Duke_of_Württemberg",,,,,1936,1975,
"Philipp_I,_Count_of_Katzenelnbogen",,,,,1402,1479,
Philippa_of_Antioch,,,,,1148,1178,
Philippa_of_Champagne,Lady of Ramerupt and de Vénisy,,,,1197,1250,
Philippa_of_England,,,,,1394,1430,
Philippa_of_Guelders,,,,,1467,1547,
"Philippe,_Chevalier_de_Lorraine",Chevalier de Lorraine,,,,1643,1702,
"Philippe,_Duke_of_Anjou",Duke of Anjou,,,,1730,1733,France
"Philippe_Charles,_Duke_of_Valois",Duke of Valois,,,,1664,1666,France
Philippe_François_Armand_Marie_de_Noailles,,,,,1922,2011,
Philippe_Jules_Mancini,Duke of Nevers,,,,1641,1707,
Philippine_Élisabeth_d'Orléans,Mademoiselle de Beaujolais,,,,1714,1734,
Philippus_II,,,,,238,249,
Phạm_Ngũ_Lão,,,,,1255,1320,
Polyxena_of_Hesse-Rotenburg,,,,,1706,1735,
Poomaikelani,Princess of Hawaii,,,,1839,1895,
Powlett_Milbank,,,,,1852,1918,
Praskovia_Saltykova,,,,,1664,1723,
Pratap_Singh_II,MaharanaofMewar,,,,1724,1753,
Pratap_Singh_of_Jammu_and_Kashmir,Maharaja of Jammu and Kashmir,,,,1848,1925,
Prempeh_I,Asantehene of Asanteman;Kumasehene of Kumasi,,,,1870,1931,
Prince_Adalbert_of_Bavaria_(1828–1875),,,,,1828,1875,
Prince_Adalbert_of_Bavaria_(1886–1970),,,,,1886,1970,
"Prince_Adalberto,_Duke_of_Bergamo",Duke of Bergamo,,,,1898,1982,
Prince_Adolf_of_Schaumburg-Lippe,,,,,1859,1916,
Prince_Albert_of_Saxe-Altenburg,,,,,1843,1902,
Prince_Albert_of_Saxony_(1875–1900),,,,,1875,1900,
Prince_Alberto_of_Naples_and_Sicily,Prince of Naples and Sicily,,,,1792,1798,
Prince_Albrecht_of_Schleswig-Holstein-Sonderburg-Glücksburg,Prince Albrecht of Schleswig-Holstein-Sonderburg-Glücksburg,,,,1863,1948,
Prince_Alemayehu,,,,,1861,1879,
Prince_Alexander_Ferdinand_of_Prussia,Prince Alexander Ferdinand of Prussia,,,,1912,1985,
Prince_Alexander_Romanov,,,,,1929,2002,France
Prince_Alexander_of_Belgium,,,,,1942,2009,Belgium
Prince_Alexander_of_Imereti_(1674–1711),,,,,1674,1711,
Prince_Alexander_of_Kartli_(1726–1791),,,,,1726,1791,
Prince_Alexander_of_Prussia,,,,,1820,1896,
Prince_Alexander_of_the_Netherlands,"['Prince of the Netherlands', 'Prince of Orange-Nassau']",,,,1818,1848,Netherlands
Prince_Alexis_Karageorgevich,,,,,1859,1920,
Prince_Alfons_of_Bavaria,Prince Alfons of Bavaria,,,,1862,1933,
"Prince_Alfonso,_Count_of_Caserta",Count of Caserta,,,,1841,1934,
Prince_Alfred_of_Liechtenstein,,,,,1842,1907,
Prince_Aloys_of_Liechtenstein,,,,,1869,1955,
Prince_Andrei_Alexandrovich_of_Russia,,,,,1897,1981,
Prince_Antasari,,,,,1809,1862,
Prince_Anton_of_Hohenzollern-Sigmaringen,,,,,1841,1866,
"Prince_Antonio,_Count_of_Lecce",Count of Lecce,,,,1813,1843,
Prince_Antônio_Gastão_of_Orléans-Braganza,,,,,1881,1918,
Prince_Aribert_of_Anhalt,,,,,1866,1933,
Prince_Arnulf_of_Bavaria,,,,,1852,1907,
Prince_Arsen_of_Yugoslavia,,,,,1859,1937,
Prince_Aschwin_of_Lippe-Biesterfeld,,,,,1914,1988,
"Prince_August,_Duke_of_Dalarna",Duke of Dalarna,,,,1831,1873,Sweden
Prince_August_Leopold_of_Saxe-Coburg_and_Gotha,"['Prince of Saxe-Coburg and Gotha', 'Duke in Saxony']",,,,1867,1922,
Prince_August_of_Saxe-Coburg_and_Gotha,"['Prince of Saxe-Coburg and Gotha', 'Duke in Saxony']",,,,1818,1881,
Prince_August_of_Württemberg,Prince August of Württemberg,,,,1813,1885,
Prince_Augustus_of_Prussia,,,,,1779,1843,
Prince_Axel_of_Denmark,Prince Axel of Denmark and Iceland,,,,1888,1964,Denmark
Prince_Bagrat_of_Georgia,Prince of Georgia,,,,1776,1841,
Prince_Baudouin_of_Belgium,,,,,1869,1891,Belgium
"Prince_Benedetto,_Duke_of_Chablais",Duke of Chablais,,,,1741,1808,
Prince_Bernhard_of_Lippe-Biesterfeld,,,,,1911,2004,
Prince_Bernhard_of_Lippe_(1872–1934),,,,,1872,1934,
Prince_Bernhard_of_Saxe-Weimar-Eisenach_(1792–1862),,,,,1792,1862,
Prince_Bernhard_of_Saxe-Weimar-Eisenach_(1878–1900),,,,,1878,1900,
Prince_Bojidar_Karageorgevitch,,,,,1862,1908,
"Prince_Carl_Oscar,_Duke_of_Södermanland",Duke of Södermanland,,,,1852,1854,Sweden
Prince_Carlo_Francesco_of_Savoy,Duke of Aosta,,,,1738,1745,
Prince_Carlos_of_Bourbon-Two_Sicilies,Infante of Spain,,,,1870,1949,
Prince_Charles_William_of_Hesse-Darmstadt,Prince of Karl Wilhelm Hesse-Darmstadt and Obrist,,,,1693,1707,
Prince_Charles_of_Denmark,Prince of Denmark,,,,1680,1708,Denmark
